Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,119.6869426797728,120.02488285558324,117.13362009003785,118.15682983398438,16819900,0.0,0.0
2021-01-05 00:00:00-05:00,118.1757376219416,119.41432336500097,117.0222489698864,118.79975891113281,13731200,0.9,0.0
2021-01-06 00:00:00-05:00,122.79913005313101,125.53157074885716,120.90816002113208,124.37808227539062,24909100,0.0,0.0
2021-01-07 00:00:00-05:00,128.2924056794113,130.65610977276944,127.56438077912362,128.46258544921875,21940400,0.0,0.0
2021-01-08 00:00:00-05:00,128.5571084201153,128.91639597237915,126.80796204155867,128.60438537597656,12035100,0.0,0.0
2021-01-11 00:00:00-05:00,127.24292024620193,130.66555915035477,126.79854272333178,130.52374267578125,15937900,0.0,0.0
2021-01-12 00:00:00-05:00,131.8379497389365,133.9369199356591,131.26120541592888,132.57542419433594,18033500,0.0,0.0
2021-01-13 00:00:00-05:00,131.034277073983,133.1143334798945,130.5710003741402,132.69833374023438,14816800,0.0,0.0
2021-01-14 00:00:00-05:00,132.83071226351908,134.96749543895473,132.36742109599763,133.4736328125,18565600,0.0,0.0
2021-01-15 00:00:00-05:00,129.93751923289278,133.92745242798182,129.54041872308008,131.08155822753906,27881000,0.0,0.0
2021-01-19 00:00:00-05:00,132.2350503157124,133.02925135619031,130.30627429927986,130.51426696777344,19843800,0.0,0.0
2021-01-20 00:00:00-05:00,130.3062755635407,130.63718545349863,128.05602483345066,128.55712890625,16028800,0.0,0.0
2021-01-21 00:00:00-05:00,128.2924009490582,128.73677845637695,126.99709577026752,127.47928619384766,13411700,0.0,0.0
2021-01-22 00:00:00-05:00,125.45594305221579,127.07270834470863,124.99265192165144,126.49596405029297,12933200,0.0,0.0
2021-01-25 00:00:00-05:00,124.93593637635841,125.90978125718442,122.9693329434261,124.91702270507812,14212800,0.0,0.0
2021-01-26 00:00:00-05:00,125.51267530125324,125.9097758195655,124.17954285819552,124.40646362304688,11307800,0.0,0.0
2021-01-27 00:00:00-05:00,122.52495368022802,122.77078812262236,120.40707697478726,120.88927459716797,17603900,0.0,0.0
2021-01-28 00:00:00-05:00,122.81805932894791,124.96430669239462,121.95768200054933,123.01661682128906,13761800,0.0,0.0
2021-01-29 00:00:00-05:00,124.03773084238291,124.53883492584825,121.20128610115084,121.65511322021484,14808100,0.0,0.0
2021-02-01 00:00:00-05:00,122.34529949685282,122.97878479321729,121.47545825399918,122.55330657958984,11080700,0.0,0.0
2021-02-02 00:00:00-05:00,124.74683041480874,127.06325718579426,124.06608258613264,126.3257827758789,12253600,0.0,0.0
2021-02-03 00:00:00-05:00,126.36361184606012,128.35857862718788,126.23124499727507,127.77238464355469,10600800,0.0,0.0
2021-02-04 00:00:00-05:00,128.08437697641605,131.100465199484,128.08437697641605,130.7128143310547,12419500,0.0,0.0
2021-02-05 00:00:00-05:00,131.79066718241094,131.88522110422994,129.89025453983393,130.45753479003906,10051300,0.0,0.0
2021-02-08 00:00:00-05:00,130.66553477897085,132.65105161409596,130.64662111025382,132.49977111816406,10136400,0.0,0.0
2021-02-09 00:00:00-05:00,131.82849076106962,132.34850851934215,130.98701272564827,131.97032165527344,8614800,0.0,0.0
2021-02-10 00:00:00-05:00,132.36740444792707,133.1899687018162,131.45973589816145,132.0459442138672,10323200,0.0,0.0
2021-02-11 00:00:00-05:00,132.04596809410373,132.88744616891185,130.68447223668275,131.67723083496094,9201000,0.0,0.0
2021-02-12 00:00:00-05:00,131.46919905777395,133.88962927159352,131.42192209969582,133.54925537109375,8324600,0.0,0.0
2021-02-16 00:00:00-05:00,135.72386456279028,137.39737076302652,134.63655224291506,136.76388549804688,12130600,0.0,0.0
2021-02-17 00:00:00-05:00,136.10206440703305,137.4541105073427,135.3173129998567,137.1893768310547,10810100,0.0,0.0
2021-02-18 00:00:00-05:00,136.1493217023187,137.84172706175403,135.5820270911319,137.6526336669922,10587800,0.0,0.0
2021-02-19 00:00:00-05:00,137.90795152340044,140.72548274932745,137.90795152340044,139.9501953125,11969800,0.0,0.0
2021-02-22 00:00:00-05:00,138.8628730391768,142.00187876450735,138.7872327826371,141.264404296875,11488400,0.0,0.0
2021-02-23 00:00:00-05:00,143.24991450036455,144.00630267883,141.43459152819017,142.39898681640625,16234400,0.0,0.0
2021-02-24 00:00:00-05:00,141.92623416698268,145.37723600799376,141.92623416698268,144.9044952392578,15061400,0.0,0.0
2021-02-25 00:00:00-05:00,145.85943017156768,146.45507368637416,142.38005086581958,142.93788146972656,18127700,0.0,0.0
2021-02-26 00:00:00-05:00,142.1058766949758,142.6447936645195,138.52249362097743,139.14651489257812,19829200,0.0,0.0
2021-03-01 00:00:00-05:00,141.36841496794898,143.12701134710414,140.38510601030063,142.29498291015625,14845500,0.0,0.0
2021-03-02 00:00:00-05:00,141.89787093041403,143.50518665936315,141.67095016764696,141.83168029785156,14221700,0.0,0.0
2021-03-03 00:00:00-05:00,142.985191660344,146.5307479909301,142.59755513264818,144.5736083984375,14324100,0.0,0.0
2021-03-04 00:00:00-05:00,144.2899244250152,145.96343062830408,140.51744825201538,142.3516845703125,20093900,0.0,0.0
2021-03-05 00:00:00-05:00,144.8666926451254,145.12197671796082,139.9029142198049,142.68263244628906,18465100,0.0,0.0
