Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-02-10 00:00:00-05:00,380.7842875768214,380.9396657295417,376.2978508451753,378.8032531738281,59154400,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,379.9297467783125,380.3667497129106,376.88053553840155,379.4150695800781,42913300,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,378.57992328384915,381.54173969170165,378.5022193893765,381.2892761230469,50593300,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,382.5710909183838,382.7750414132022,380.21134635279043,380.9590759277344,50972400,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,379.13348821065046,381.30872329570735,378.07497258710737,381.0465393066406,52290600,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,378.3274363163886,380.20163531533944,376.53091157783837,379.4247741699219,59712800,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,380.735734053748,381.0367699550442,378.2885652621122,378.75469970703125,83241000,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,375.87056221501376,378.35655334736276,375.55980591463214,375.8414306640625,67414200,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,373.53992573208626,377.7059150681332,369.20886749615113,376.2978210449219,107284100,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,375.1616282659039,380.89108971834605,374.13227402506885,380.4443664550781,72433900,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,379.1237473112257,380.55125266743426,369.77213361395707,371.2773132324219,146670500,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,373.238901258256,374.43332444398567,367.29582797356414,369.3642272949219,152701600,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,374.4430436723712,379.618976245575,369.5681766287926,378.31768798828125,105348800,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,378.55077853516605,378.7935513350626,374.8412030402625,375.3656005859375,79595300,0.0,0.0,0.0
2021-03-03 00:00:00-05:00,374.6373103599038,375.64722394596834,370.28681078986284,370.3936462402344,119940200,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,370.1993800494278,372.8990123387579,361.12939200347205,365.81005859375,183433000,0.0,0.0,0.0
2021-03-05 00:00:00-05:00,369.4613919086748,373.6371023274535,361.86748037904124,372.5397644042969,152039600,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,373.5399777939447,376.4726628102321,370.3936515092287,370.6849670410156,123149200,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,374.69553900018,378.6381668335163,374.1711414633042,375.9773864746094,113633600,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,378.4245234282162,380.08508104427045,376.9484755067626,378.31768798828125,109899400,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,380.8911271795254,384.2122426196939,380.41527232057814,382.1535339355469,86245000,0.0,0.0,0.0
2021-03-12 00:00:00-05:00,380.73572043667593,382.8138401208272,379.8908758641992,382.6681823730469,64653600,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,382.93037010728443,385.22216069131974,380.69687225828847,384.95025634765625,73427200,0.0,0.0,0.0
2021-03-16 00:00:00-04:00,385.59116042425114,386.3291695278032,383.65866893192,384.4646911621094,73722500,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,383.12463648998937,386.6108505832405,381.9301835625219,385.7757263183594,97959300,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,383.0760542629933,385.25128899396617,379.4538735410157,380.16278076171875,115349100,0.0,0.0,0.0
2021-03-19 00:00:00-04:00,379.84905331757176,381.495574861208,377.1892808857565,379.4593505859375,113624500,1.278,0.0,0.0
2021-03-22 00:00:00-04:00,379.99521602078624,383.93128228378697,379.93676209337065,382.4893493652344,73778600,0.0,0.0,0.0
2021-03-23 00:00:00-04:00,381.82681912638543,383.33692834315406,378.66043615436354,379.47882080078125,90686600,0.0,0.0,0.0
2021-03-24 00:00:00-04:00,380.9402505304863,382.6452260763389,377.5010724758631,377.5497741699219,97588600,0.0,0.0,0.0
2021-03-25 00:00:00-04:00,376.0494140204292,380.50181324139567,374.0229121666429,379.6737060546875,116128600,0.0,0.0,0.0
2021-03-26 00:00:00-04:00,380.8720846438414,386.21110504989383,380.248566124858,385.79217529296875,114409100,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,384.2527597928978,386.54230427763486,382.7036713285216,385.5972595214844,108107600,0.0,0.0,0.0
2021-03-30 00:00:00-04:00,384.27225793601065,385.2757566001682,382.90825376674474,384.57427978515625,76262200,0.0,0.0,0.0
2021-03-31 00:00:00-04:00,385.168567696121,387.76013396842256,385.13934073461587,386.1330871582031,112734200,0.0,0.0,0.0
2021-04-01 00:00:00-04:00,388.1498766940337,390.3614926946521,387.93553571010625,390.3030090332031,99682900,0.0,0.0,0.0
2021-04-05 00:00:00-04:00,393.0797079446471,396.47018464895825,393.0017792797694,395.90509033203125,91684800,0.0,0.0,0.0
2021-04-06 00:00:00-04:00,395.3205410666879,396.76244432376916,394.96978775252205,395.6712646484375,62021000,0.0,0.0,0.0
2021-04-07 00:00:00-04:00,395.49594063219297,396.4896872744813,395.0185569117436,396.12921142578125,55836300,0.0,0.0,0.0
2021-04-08 00:00:00-04:00,397.43470466650433,398.06797541619795,396.460432826232,398.009521484375,57863100,0.0,0.0,0.0
2021-04-09 00:00:00-04:00,397.8828575081058,401.0784676849442,397.75619742238365,400.903076171875,61104600,0.0,0.0,0.0
2021-04-12 00:00:00-04:00,400.2795418700983,401.3317422448098,399.6462711989581,401.0492248535156,56704900,0.0,0.0,0.0
2021-04-13 00:00:00-04:00,400.9420551312558,402.8905986460448,400.5426001428343,402.2378234863281,56551000,0.0,0.0,0.0
2021-04-14 00:00:00-04:00,402.2086058232522,403.30953769175136,400.2990414596798,400.8641357421875,61659900,0.0,0.0,0.0
2021-04-15 00:00:00-04:00,403.095176096377,405.45292676547615,403.04647440283753,405.1703796386719,60229800,0.0,0.0,0.0
2021-04-16 00:00:00-04:00,406.5148449371217,407.15786779238914,405.0339627365251,406.52459716796875,82037300,0.0,0.0,0.0
2021-04-19 00:00:00-04:00,405.55040806273604,406.0180395199911,403.14395541422044,404.52740478515625,78498500,0.0,0.0,0.0
2021-04-20 00:00:00-04:00,403.26083617642115,404.4104697414655,400.0262467298485,401.56561279296875,81851800,0.0,0.0,0.0
2021-04-21 00:00:00-04:00,400.9225879735267,405.57960587255053,400.77642342122476,405.3652648925781,66793000,0.0,0.0,0.0
2021-04-22 00:00:00-04:00,405.1899137990172,406.0570002414994,400.5523705094855,401.66302490234375,97582800,0.0,0.0,0.0
2021-04-23 00:00:00-04:00,402.2475784020077,407.4891652489474,402.1696497431586,406.01800537109375,73209200,0.0,0.0,0.0
2021-04-26 00:00:00-04:00,406.70002154808486,407.4599523608776,406.08622555844147,406.8656311035156,52182400,0.0,0.0,0.0
2021-04-27 00:00:00-04:00,407.1773785627237,407.3819970341553,405.5893108794767,406.7779235839844,51303100,0.0,0.0,0.0
2021-04-28 00:00:00-04:00,407.0604351684693,408.2295730398845,406.1738444002549,406.6609802246094,51238900,0.0,0.0,0.0
2021-04-29 00:00:00-04:00,409.50591416665003,409.8956169249928,405.72573497265415,409.2525939941406,78544300,0.0,0.0,0.0
2021-04-30 00:00:00-04:00,406.88512496778037,407.7717158483432,405.62830605660724,406.5635986328125,85527000,0.0,0.0,0.0
2021-05-03 00:00:00-04:00,408.63882604340864,409.03828106113167,406.9241278426565,407.44049072265625,68128300,0.0,0.0,0.0
2021-05-04 00:00:00-04:00,405.36528357751934,405.8816464531976,401.0784935128899,404.9268493652344,101591200,0.0,0.0,0.0
2021-05-05 00:00:00-04:00,406.64156509177803,406.88513303965203,404.4689282930724,405.0534973144531,60162200,0.0,0.0,0.0
2021-05-06 00:00:00-04:00,405.1313645583977,408.4244074716218,403.0366864707135,408.28802490234375,74321400,0.0,0.0,0.0
2021-05-07 00:00:00-04:00,409.08700592238637,411.9416151993263,408.3757767950696,411.2596130371094,67733800,0.0,0.0,0.0
2021-05-10 00:00:00-04:00,411.6298413997224,411.86365712070057,407.06050421363875,407.1871643066406,81852400,0.0,0.0,0.0
2021-05-11 00:00:00-04:00,402.4716427595192,404.5857956854619,399.5098484845245,403.5530700683594,116888000,0.0,0.0,0.0
2021-05-12 00:00:00-04:00,400.649760598941,401.97475583509777,393.60576552705317,394.9794921875,134811000,0.0,0.0,0.0
2021-05-13 00:00:00-04:00,396.59680865213744,401.74096230600384,396.5480772251589,399.7242126464844,106394000,0.0,0.0,0.0
2021-05-14 00:00:00-04:00,402.5788304685117,406.7487124621888,402.5496035046566,405.86212158203125,82201600,0.0,0.0,0.0
2021-05-17 00:00:00-04:00,404.7027458717579,405.67701759616193,402.72494572810075,404.8293762207031,65129200,0.0,0.0,0.0
2021-05-18 00:00:00-04:00,405.1021970421338,405.35551722106453,401.1758829307848,401.3415222167969,59810200,0.0,0.0,0.0
2021-05-19 00:00:00-04:00,396.4506727896393,400.47439013376527,394.901554545751,400.2892761230469,106467100,0.0,0.0,0.0
2021-05-20 00:00:00-04:00,401.20510457802385,405.9108538958666,401.07847422265206,404.5955810546875,78022200,0.0,0.0,0.0
2021-05-21 00:00:00-04:00,406.14471136035115,407.4405096029353,403.78699007540695,404.2643737792969,76578700,0.0,0.0,0.0
2021-05-24 00:00:00-04:00,406.6025337294503,409.50587399929015,406.34921358178843,408.3854675292969,51376700,0.0,0.0,0.0
2021-05-25 00:00:00-04:00,409.5156556616187,409.8858837055625,406.87538738903163,407.47943115234375,57451400,0.0,0.0,0.0
2021-05-26 00:00:00-04:00,408.0931586806197,408.81411018265896,407.01173142756085,408.28802490234375,43088600,0.0,0.0,0.0
2021-05-27 00:00:00-04:00,409.35977478692035,409.8956123571185,408.2101115238612,408.5024108886719,56707700,0.0,0.0,0.0
2021-05-28 00:00:00-04:00,410.1391893922375,410.41198429932973,408.9895558360925,409.2331237792969,58520200,0.0,0.0,0.0
2021-06-01 00:00:00-04:00,411.69803235613887,411.8441671763526,408.41474122153784,408.8726501464844,54216600,0.0,0.0,0.0
2021-06-02 00:00:00-04:00,409.55466523541406,410.3925545126562,408.5024646877996,409.51568603515625,49097100,0.0,0.0,0.0
2021-06-03 00:00:00-04:00,407.09947517366186,409.18440135249983,405.5698613209103,407.99578857421875,58138800,0.0,0.0,0.0
2021-06-04 00:00:00-04:00,409.92485564629715,412.03903851287953,408.06399295949007,411.7272644042969,55938800,0.0,0.0,0.0
2021-06-07 00:00:00-04:00,411.7174615106305,411.9025755065474,410.3534871189366,411.3277587890625,51555000,0.0,0.0,0.0
2021-06-08 00:00:00-04:00,412.224098764892,412.3215318846953,409.5059020365874,411.41546630859375,47134300,0.0,0.0,0.0
2021-06-09 00:00:00-04:00,412.292331435711,412.37028982953245,410.5678810607107,410.80169677734375,48436300,0.0,0.0,0.0
2021-06-10 00:00:00-04:00,412.07800245408885,413.7050494828274,410.70427561402505,412.7112731933594,51020100,0.0,0.0,0.0
2021-06-11 00:00:00-04:00,413.28606337964595,413.51012683992116,411.94156368834484,413.3932189941406,45570800,0.0,0.0,0.0
2021-06-14 00:00:00-04:00,413.51015492973653,414.42597276044563,412.21438657443053,414.3188171386719,42358500,0.0,0.0,0.0
2021-06-15 00:00:00-04:00,414.47471678432356,414.5136662484717,412.64308106723894,413.55889892578125,51508500,0.0,0.0,0.0
2021-06-16 00:00:00-04:00,413.70503133020344,413.93884704338757,409.1162195644738,411.2498474121094,80386100,0.0,0.0,0.0
2021-06-17 00:00:00-04:00,410.8211947143214,412.1364378318998,408.53165008394967,411.11346435546875,90949700,0.0,0.0,0.0
2021-06-18 00:00:00-04:00,407.6884218864483,408.4117320917099,405.3523100947515,405.5673522949219,118676300,1.376,0.0,0.0
2021-06-21 00:00:00-04:00,407.40496184038153,411.5689473654151,406.5545771525222,411.3734436035156,72822000,0.0,0.0,0.0
2021-06-22 00:00:00-04:00,411.36371636578855,414.4427069253577,410.61105367966434,413.57275390625,57700300,0.0,0.0,0.0
2021-06-23 00:00:00-04:00,413.6509465956068,414.4915471596086,412.98628152225376,413.0742492675781,49445400,0.0,0.0,0.0
2021-06-24 00:00:00-04:00,415.3126557377173,415.9577525625924,415.0487226614899,415.5179138183594,45110300,0.0,0.0,0.0
2021-06-25 00:00:00-04:00,416.2998478020585,417.4630265819152,415.95773113215597,416.99383544921875,58129500,0.0,0.0,0.0
2021-06-28 00:00:00-04:00,417.54124683708034,418.01040814775183,416.29010029247866,417.83447265625,53159600,0.0,0.0,0.0
2021-06-29 00:00:00-04:00,418.235231144389,418.89989621563893,417.5021367726522,418.0592956542969,35970500,0.0,0.0,0.0
2021-06-30 00:00:00-04:00,417.580347539713,419.11496568348383,417.5510249561238,418.41119384765625,64827900,0.0,0.0,0.0
2021-07-01 00:00:00-04:00,419.20291873301034,420.89393387318296,419.1344894304727,420.7277526855469,53441000,0.0,0.0,0.0
2021-07-02 00:00:00-04:00,421.9398240964878,424.315042782709,420.8157221577799,423.943603515625,57697700,0.0,0.0,0.0
2021-07-06 00:00:00-04:00,424.002232970175,424.2270593155234,420.3172226779342,423.17138671875,68710400,0.0,0.0,0.0
2021-07-07 00:00:00-04:00,423.8849756957284,424.960186820841,421.783444305097,424.66693115234375,63549500,0.0,0.0,0.0
2021-07-08 00:00:00-04:00,419.11491872933317,421.9984350545357,417.8833106971919,421.2066955566406,97595200,0.0,0.0,0.0
2021-07-09 00:00:00-04:00,422.78037927662723,426.0157664802349,421.001396572558,425.7029724121094,76238600,0.0,0.0,0.0
2021-07-12 00:00:00-04:00,425.6150425611109,427.4917773072439,425.16541969170834,427.22784423828125,52889600,0.0,0.0,0.0
2021-07-13 00:00:00-04:00,426.40673525197894,427.9706757302849,425.49770547578834,425.7713928222656,52911300,0.0,0.0,0.0
2021-07-14 00:00:00-04:00,427.54062498906217,428.04892283656915,425.106761258206,426.4067687988281,64130400,0.0,0.0,0.0
2021-07-15 00:00:00-04:00,425.00902358238176,425.7127953850251,422.9661374761626,424.95037841796875,55126400,0.0,0.0,0.0
2021-07-16 00:00:00-04:00,426.18199613273634,426.2308571609525,421.20673237501524,421.61724853515625,75874700,0.0,0.0,0.0
2021-07-19 00:00:00-04:00,416.5833400436961,421.68567827569547,412.4584610145343,415.3908386230469,147987000,0.0,0.0,0.0
2021-07-20 00:00:00-04:00,416.0848014076027,422.67289632470516,415.2539551689684,421.3435363769531,99608200,0.0,0.0,0.0
2021-07-21 00:00:00-04:00,422.59470633594333,424.9015255560374,421.29469872689003,424.7548828125,64724400,0.0,0.0,0.0
2021-07-22 00:00:00-04:00,424.9405459044288,425.8984665302679,423.91422581435245,425.6443176269531,47878500,0.0,0.0,0.0
2021-07-23 00:00:00-04:00,427.65791222083425,430.3752474370166,426.94438613958846,430.02337646484375,63766600,0.0,0.0,0.0
2021-07-26 00:00:00-04:00,429.4075632682499,431.08879414645685,429.358702244164,431.0790100097656,43719200,0.0,0.0,0.0
2021-07-27 00:00:00-04:00,429.99408721111325,430.0234097944003,426.1624339600346,429.1143798828125,67397100,0.0,0.0,0.0
2021-07-28 00:00:00-04:00,429.7692618286152,430.3752817710498,427.45268825461096,428.93841552734375,52472400,0.0,0.0,0.0
2021-07-29 00:00:00-04:00,429.90609872404946,431.84144878701886,429.89631458686307,430.7173767089844,47435300,0.0,0.0,0.0
2021-07-30 00:00:00-04:00,428.03918986240194,430.1407213139884,427.9023312471959,428.62567138671875,68951200,0.0,0.0,0.0
2021-08-02 00:00:00-04:00,430.41433084899336,430.9910281308403,427.35487913351466,427.726318359375,58783300,0.0,0.0,0.0
2021-08-03 00:00:00-04:00,428.5572096699452,431.3331901901121,426.2699587448011,431.20611572265625,58053900,0.0,0.0,0.0
2021-08-04 00:00:00-04:00,429.86697734905846,431.1767690108592,428.8406571888199,429.08502197265625,46732200,0.0,0.0,0.0
2021-08-05 00:00:00-04:00,430.29710311620386,431.89036643271515,429.96477055780406,431.8023986816406,38969700,0.0,0.0,0.0
2021-08-06 00:00:00-04:00,432.134675601715,432.95573766905187,431.8414199728689,432.515869140625,46930000,0.0,0.0,0.0
2021-08-09 00:00:00-04:00,432.4865498463719,432.81888236450794,431.3624778348002,432.16400146484375,41222600,0.0,0.0,0.0
2021-08-10 00:00:00-04:00,432.63320033584074,433.44450817298167,431.91967421390495,432.7016296386719,43339300,0.0,0.0,0.0
2021-08-11 00:00:00-04:00,433.81593166989484,433.8745768331361,432.64296874569703,433.7768249511719,44034300,0.0,0.0,0.0
2021-08-12 00:00:00-04:00,433.62043862242353,435.22348600313234,432.6820861576867,435.07684326171875,38909400,0.0,0.0,0.0
2021-08-13 00:00:00-04:00,435.5460435838913,435.8881602715847,435.03777553597007,435.8686218261719,39470300,0.0,0.0,0.0
2021-08-16 00:00:00-04:00,434.5098948577847,437.0317262242347,432.8873091635292,436.8948974609375,73740000,0.0,0.0,0.0
2021-08-17 00:00:00-04:00,434.2264187453758,434.9301904868466,430.9128479253105,434.03094482421875,92673900,0.0,0.0,0.0
2021-08-18 00:00:00-04:00,432.9752813228683,434.60765117033696,429.026367974777,429.2804870605469,89351900,0.0,0.0,0.0
2021-08-19 00:00:00-04:00,426.43611547279505,431.1963668452022,426.2895025583793,429.9451904296875,92812200,0.0,0.0,0.0
2021-08-20 00:00:00-04:00,430.3068499074105,433.70838863915685,429.7985520612887,433.36627197265625,72008700,0.0,0.0,0.0
2021-08-23 00:00:00-04:00,435.12573550196106,438.1265423668137,433.444504506216,437.17840576171875,54973000,0.0,0.0,0.0
2021-08-24 00:00:00-04:00,437.8724060058594,438.4295649178769,437.33481536915417,437.8724060058594,38744700,0.0,0.0,0.0
2021-08-25 00:00:00-04:00,438.06791895884834,439.3288198960152,437.67691140066563,438.7912292480469,40529700,0.0,0.0,0.0
2021-08-26 00:00:00-04:00,438.4979635404014,438.7423283438268,436.10320636464536,436.2009582519531,57829600,0.0,0.0,0.0
2021-08-27 00:00:00-04:00,437.0415307511345,440.4919603604147,436.98288558845894,440.1009826660156,77235100,0.0,0.0,0.0
2021-08-30 00:00:00-04:00,440.8047992699114,442.85746966133456,440.55065031935084,442.0364074707031,48357400,0.0,0.0,0.0
2021-08-31 00:00:00-04:00,441.93862862433645,442.2904996147071,440.75591135600786,441.3814697265625,59300200,0.0,0.0,0.0
2021-09-01 00:00:00-04:00,442.35890632445535,442.8964969199608,441.37166304685866,441.61602783203125,48721400,0.0,0.0,0.0
2021-09-02 00:00:00-04:00,443.1018059124018,443.815332028077,441.7235848788507,442.9747314453125,42501000,0.0,0.0,0.0
2021-09-03 00:00:00-04:00,441.79197583354875,443.404777386543,441.371645748964,442.8671569824219,47170500,0.0,0.0,0.0
2021-09-07 00:00:00-04:00,442.5055459233966,442.6032978092996,440.5799501068892,441.2837219238281,51671500,0.0,0.0,0.0
2021-09-08 00:00:00-04:00,440.72658582258407,441.4890027929695,438.74231504242687,440.7461242675781,56181900,0.0,0.0,0.0
2021-09-09 00:00:00-04:00,440.5408500688815,442.3686939034453,438.6054702165685,438.859619140625,57970400,0.0,0.0,0.0
2021-09-10 00:00:00-04:00,440.8731913677564,441.3130300954255,435.27233959794455,435.3994140625,89948200,0.0,0.0,0.0
2021-09-13 00:00:00-04:00,438.52735703993056,438.80104445222184,434.0994377505004,436.5137634277344,83738600,0.0,0.0,0.0
2021-09-14 00:00:00-04:00,438.0189963418834,438.2340385514174,433.22945239828374,434.1580505371094,78197100,0.0,0.0,0.0
2021-09-15 00:00:00-04:00,434.5978670493354,438.3024454484415,433.44447245246573,437.7843933105469,78792200,0.0,0.0,0.0
2021-09-16 00:00:00-04:00,437.23700596352194,438.25354193664697,434.0113730785557,437.09039306640625,77786700,0.0,0.0,0.0
2021-09-17 00:00:00-04:00,436.28443160362843,436.72567946771665,432.46010389667555,432.8327331542969,118425000,1.428,0.0,0.0
2021-09-20 00:00:00-04:00,426.4392320388782,428.08661701507214,420.5360576529759,425.61553955078125,166445500,0.0,0.0,0.0
2021-09-21 00:00:00-04:00,428.05726913680485,429.4104891289796,424.66443359826434,425.21356201171875,92526100,0.0,0.0,0.0
2021-09-22 00:00:00-04:00,427.58652255408737,431.4892839461576,425.3311761262845,429.36138916015625,102350100,0.0,0.0,0.0
2021-09-23 00:00:00-04:00,431.3128018319658,436.2549870692117,431.06765417035,434.5781555175781,76396000,0.0,0.0,0.0
2021-09-24 00:00:00-04:00,432.87191585667097,436.03923426043417,432.6463692461026,435.2939758300781,62094800,0.0,0.0,0.0
2021-09-27 00:00:00-04:00,434.2153286662603,435.43125145511027,433.3229876138701,434.04864501953125,61371100,0.0,0.0,0.0
2021-09-28 00:00:00-04:00,431.15591585094785,431.49912857190304,424.53692880135776,425.3017883300781,130436300,0.0,0.0,0.0
2021-09-29 00:00:00-04:00,426.7432361283867,428.55733476815914,425.4292482830234,426.0176086425781,82329200,0.0,0.0,0.0
2021-09-30 00:00:00-04:00,427.55713821503736,428.292581226232,420.45767125638577,420.8106994628906,140506000,0.0,0.0,0.0
2021-10-01 00:00:00-04:00,422.6149405539851,427.5669110317796,418.93772586495464,425.8116455078125,129240100,0.0,0.0,0.0
2021-10-04 00:00:00-04:00,424.59573423165966,425.5370928384149,418.08459821558046,420.32037353515625,128570000,0.0,0.0,0.0
2021-10-05 00:00:00-04:00,421.8892819982713,427.0373825485812,421.05580394461134,424.69378662109375,90682500,0.0,0.0,0.0
2021-10-06 00:00:00-04:00,420.93810210447936,426.6745629089524,419.24169957499754,426.4588317871094,113032200,0.0,0.0,0.0
2021-10-07 00:00:00-04:00,429.8811253358592,433.10724684745196,429.69481072877636,430.1458740234375,72437500,0.0,0.0,0.0
2021-10-08 00:00:00-04:00,430.9499710819767,431.35201682219815,428.7044102110813,429.36138916015625,74557400,0.0,0.0,0.0
2021-10-11 00:00:00-04:00,428.67502035396956,431.7148574122315,426.1843116762031,426.2529602050781,65233300,0.0,0.0,0.0
2021-10-12 00:00:00-04:00,427.2139642455231,427.6356110652612,424.3800427530323,425.2037353515625,71181200,0.0,0.0,0.0
2021-10-13 00:00:00-04:00,426.27255015573235,427.58653802668056,423.1640945747153,426.7334289550781,72974000,0.0,0.0,0.0
2021-10-14 00:00:00-04:00,430.5577133705619,434.0682445247232,430.06741806385503,433.9113464355469,70236800,0.0,0.0,0.0
2021-10-15 00:00:00-04:00,436.1176552168653,437.5983565509607,435.47046185080865,437.2159118652344,66260200,0.0,0.0,0.0
2021-10-18 00:00:00-04:00,435.3528119970347,438.86331319500346,434.6663866035951,438.51031494140625,62213200,0.0,0.0,0.0
2021-10-19 00:00:00-04:00,440.2067545177773,441.961990182275,439.5693466742577,441.89337158203125,46996800,0.0,0.0,0.0
2021-10-20 00:00:00-04:00,442.3738734605301,443.94282451657114,442.2562073682462,443.6290283203125,49571600,0.0,0.0,0.0
2021-10-21 00:00:00-04:00,443.00138976301156,445.02140393738784,442.5503264811773,444.78607177734375,41305400,0.0,0.0,0.0
2021-10-22 00:00:00-04:00,444.33504131255467,445.84515927661784,442.2953960240341,444.3252258300781,58845100,0.0,0.0,0.0
2021-10-25 00:00:00-04:00,445.4626990342818,447.051251027026,443.60939835116363,446.7080383300781,45214500,0.0,0.0,0.0
2021-10-26 00:00:00-04:00,448.32606018527827,449.59100058616065,446.71787714426995,447.110107421875,56075100,0.0,0.0,0.0
2021-10-27 00:00:00-04:00,447.59056429429324,448.2867751991544,445.05080845953864,445.1292724609375,72438000,0.0,0.0,0.0
2021-10-28 00:00:00-04:00,446.6197812432756,449.5027199686742,446.60999568655654,449.4242858886719,51437900,0.0,0.0,0.0
2021-10-29 00:00:00-04:00,447.021841588897,450.6402233742587,446.71786089041956,450.33624267578125,70162400,0.0,0.0,0.0
2021-11-01 00:00:00-04:00,451.36586461653434,451.7581248170761,449.30664818994904,451.1109313964844,48433600,0.0,0.0,0.0
2021-11-02 00:00:00-04:00,451.287398939502,453.2583955858144,451.1501018938734,452.9347839355469,48908400,0.0,0.0,0.0
2021-11-03 00:00:00-04:00,452.3464704541525,456.12175057172715,451.8855916357693,455.7001037597656,52509800,0.0,0.0,0.0
2021-11-04 00:00:00-04:00,456.32766171490437,457.93584478447855,455.96484795354377,457.84759521484375,52847100,0.0,0.0,0.0
2021-11-05 00:00:00-04:00,460.1715391151066,461.514943401026,457.85735974598254,459.43609619140625,66390600,0.0,0.0,0.0
2021-11-08 00:00:00-05:00,460.5834125302234,461.1031243464067,459.11252664382744,459.8283386230469,50405200,0.0,0.0,0.0
